LONGITUDE	LATITUDE	LABEL	ELEVATION	KML_FOLDER	open
"64ø 11' 21.0285"" W"	"31ø 23' 50.6162"" S"	Avellaneda esq Bedoya	LINEA 36	paradas de ida	
"64ø 11' 15.4658"" W"	"31ø 23' 38.3778"" S"	Avellaneda esq Jeronimo Cortez	LINEA 36	paradas de ida	
"64ø 11' 12.8148"" W"	"31ø 23' 30.6110"" S"	Avellaneda esq Baigorri	LINEA 36	paradas de ida	
"64ø 11' 0.4427"" W"	"31ø 23' 34.0449"" S"	Baigorri esq Lavalleja	LINEA 36	paradas de ida	
"64ø 10' 56.4439"" W"	"31ø 23' 24.7142"" S"	Lavalleja esq Cervantes	LINEA 36	paradas de ida	
"64ø 10' 56.1791"" W"	"31ø 23' 11.9160"" S"	Lavalleja esq Trafalgar	LINEA 36	paradas de ida	
"64ø 10' 56.0662"" W"	"31ø 23' 3.3910"" S"	Lavalleja esq Quevedo	LINEA 36	paradas de ida	
"64ø 10' 55.9280"" W"	"31ø 22' 48.4562"" S"	Lavalleja esq Gongora	LINEA 36	paradas de ida	
"64ø 10' 56.0817"" W"	"31ø 22' 37.8522"" S"	Lavalleja y Diaz de Solis	LINEA 36	paradas de ida	
"64ø 10' 55.9170"" W"	"31ø 22' 27.9346"" S"	Lavalleja y Alta Gracia	LINEA 36	paradas de ida	
"64ø 10' 55.6259"" W"	"31ø 22' 18.0924"" S"	Lavalleja y 6 de Agosto	LINEA 36	paradas de ida	
"64ø 10' 46.2763"" W"	"31ø 22' 12.6743"" S"	Sucre esq Mosconi	LINEA 36	paradas de ida	
"64ø 10' 54.2408"" W"	"31ø 22' 7.3687"" S"	De Constans esq 4 de Julio	LINEA 36	paradas de ida	
"64ø 11' 1.3111"" W"	"31ø 22' 3.0366"" S"	Mariano Fragueiro esq Marcos Infante	LINEA 36	paradas de ida	
"64ø 11' 1.3732"" W"	"31ø 21' 54.9253"" S"	Mariano Fragueiro esq Jose Jening	LINEA 36	paradas de ida	
"64ø 11' 1.3293"" W"	"31ø 21' 45.8036"" S"	Mariano Fragueiro esq Marcos Villodas	LINEA 36	paradas de ida	
"64ø 11' 1.4497"" W"	"31ø 21' 33.6982"" S"	Mariano Fragueiro esq. Calle Publica	LINEA 36	paradas de ida	
"64ø 11' 5.6622"" W"	"31ø 21' 26.3732"" S"	Fray Miguel de Mojica esq Gral Justo Jose de Urquiza	LINEA 36	paradas de ida	
"64ø 11' 7.7896"" W"	"31ø 21' 22.3243"" S"	Mackay Gordon esq colectora	LINEA 36	paradas de ida	
"64ø 11' 2.0882"" W"	"31ø 21' 18.0401"" S"	Calle publica esq. Felipe Beltrame	LINEA 36	paradas de ida	
"64ø 10' 50.2966"" W"	"31ø 21' 20.4997"" S"	Calle Publica esq. Benjamin Matienzo	LINEA 36	paradas de ida	
"64ø 10' 45.9108"" W"	"31ø 21' 10.7059"" S"	Pilo Origoni esq. Jorge Eduardo Newbery	LINEA 36	paradas de ida	
"64ø 10' 48.4853"" W"	"31ø 21' 9.0700"" S"	Jorge Eduardo Newbery esq Benjamin Matienzo	LINEA 36	paradas regreso	
"64ø 10' 57.5674"" W"	"31ø 21' 8.0458"" S"	Jorge Eduardo Newbery esq Tte Melchor Escola	LINEA 36	paradas regreso	
"64ø 11' 2.0255"" W"	"31ø 21' 12.8311"" S"	Felipe Beltrame esq Horacio Anasagasti	LINEA 36	paradas regreso	
"64ø 11' 6.0196"" W"	"31ø 21' 16.5656"" S"	Calle Publica esq Mackay Gordon	LINEA 36	paradas regreso	
"64ø 11' 6.5082"" W"	"31ø 21' 26.8611"" S"	Fray Miguel de Mojica esq Gral justo jose de Urquiza	LINEA 36	paradas regreso	
"64ø 11' 2.1782"" W"	"31ø 21' 31.0050"" S"	Mariano fragueiro esq. Calle Publica	LINEA 36	paradas regreso	
"64ø 11' 2.3103"" W"	"31ø 21' 42.8416"" S"	Mariano fragueiro esq. Sabino Odonell	LINEA 36	paradas regreso	
"64ø 11' 2.3389"" W"	"31ø 21' 54.3852"" S"	Mariano fragueiro esq Jose Jening	LINEA 36	paradas regreso	
"64ø 11' 2.1999"" W"	"31ø 22' 2.2906"" S"	Mariano Fragueiro esq Marcos Infante	LINEA 36	paradas regreso	
"64ø 10' 58.4066"" W"	"31ø 22' 7.8698"" S"	De Constanza esq 14 de Abril	LINEA 36	paradas regreso	
"64ø 10' 50.5540"" W"	"31ø 22' 7.8008"" S"	De COnstans esq 28 de Julio	LINEA 36	paradas regreso	
"64ø 10' 49.3751"" W"	"31ø 22' 15.6727"" S"	28 ded Julio esq 14 de Abril	LINEA 36	paradas regreso	
"64ø 10' 51.7173"" W"	"31ø 22' 20.6628"" S"	Unquillo esq Jujuy	LINEA 36	paradas regreso	
"64ø 11' 0.6320"" W"	"31ø 22' 20.7878"" S"	Unquillo esq Mariano Fragueiro	LINEA 36	paradas regreso	
"64ø 11' 2.3683"" W"	"31ø 22' 27.6183"" S"	Marianno Fragueiro esq Alta Gracia	LINEA 36	paradas regreso	
"64ø 11' 2.2895"" W"	"31ø 22' 37.0486"" S"	Mariano Fragueiro esq Mesopotamia	LINEA 36	paradas regreso	
"64ø 11' 2.0289"" W"	"31ø 22' 45.4398"" S"	Mariano fragueiro esq Anacreonte	LINEA 36	paradas regreso	
"64ø 11' 2.0906"" W"	"31ø 22' 53.7323"" S"	Mariano Fragueiro esq. Argensola	LINEA 36	paradas regreso	
"64ø 11' 2.1447"" W"	"31ø 23' 6.5651"" S"	Mariano Fragueiro esq Calderon  de la Barca	LINEA 36	paradas regreso	
"64ø 11' 2.0052"" W"	"31ø 23' 19.3439"" S"	Mariano Fragueiro esq Castelar	LINEA 36	paradas regreso	
"64ø 11' 3.4419"" W"	"31ø 23' 30.9818"" S"	Mariano Fragueiro esq Baigorri	LINEA 36	paradas regreso	
"64ø 11' 7.0716"" W"	"31ø 23' 39.9759"" S"	Mariano Fragueiro esq Jeronimo Cortez	LINEA 36	paradas regreso	
"64ø 11' 10.6000"" W"	"31ø 23' 48.0453"" S"	Mariano fragueiro esq Jeronimo Luis de Cabrera	LINEA 36	paradas regreso	
"64ø 11' 20.3420"" W"	"31ø 23' 49.9211"" S"	Bedoya esq Avellaneda	LINEA 36	paradas regreso	
"64ø 11' 34.3388"" W"	"31ø 23' 45.5573"" S"	Bedoya esq Cnel Agustin Olmedo	LINEA 36	paradas regreso	
"64ø 11' 43.2956"" W"	"31ø 23' 46.2302"" S"	Brandsen esq Paso ded Uspallata	LINEA 36	paradas regreso	
"64ø 11' 50.3151"" W"	"31ø 23' 50.0836"" S"	Brandsen esq Martin Garcia	LINEA 36	paradas regreso	
"64ø 11' 52.3228"" W"	"31ø 23' 58.1296"" S"	Castro Barros esq Soler	LINEA 36	paradas regreso	
"64ø 11' 51.6590"" W"	"31ø 24' 4.7228"" S"	Santa Fe esq Castro Barros	LINEA 36	paradas regreso	
"64ø 11' 55.7685"" W"	"31ø 24' 11.3101"" S"	Santa Fe esq 12 de Octubre	LINEA 36	paradas regreso	
"64ø 12' 1.1200"" W"	"31ø 24' 25.7766"" S"	Santa Fe esq Santa Rosa	LINEA 36	paradas regreso	
"64ø 11' 48.7726"" W"	"31ø 24' 34.5152"" S"	Av Colon esq Rodriguez Pe¤a	LINEA 36	paradas regreso	
"64ø 11' 30.6494"" W"	"31ø 24' 40.4712"" S"	Av Colon esq Ca¤ada	LINEA 36	paradas regreso	
"64ø 11' 20.1545"" W"	"31ø 24' 43.7704"" S"	Av Colon esq Sucre	LINEA 36	paradas regreso	
"64ø 11' 11.3854"" W"	"31ø 24' 52.7743"" S"	Gral Paz esq 9 de Julio	LINEA 36	paradas regreso	
"64ø 11' 16.8345"" W"	"31ø 25' 5.5906"" S"	Velez Sarsfield esq Duaete Quiroz	LINEA 36	paradas regreso	
"64ø 11' 21.1511"" W"	"31ø 25' 15.7504"" S"	Velez Sarsfield esq Montevideo	LINEA 36	paradas regreso	
"64ø 11' 25.1171"" W"	"31ø 25' 24.5241"" S"	Velez Sarsfield esq Laprida	LINEA 36	paradas regreso	
"64ø 11' 29.0465"" W"	"31ø 25' 34.5250"" S"	Velez Sarsfield esq Pueyrredon	LINEA 36	paradas regreso	
"64ø 11' 33.4736"" W"	"31ø 25' 44.6581"" S"	Velez Sarsfield esq Peru	LINEA 36	paradas regreso	
"64ø 11' 38.4019"" W"	"31ø 25' 56.2806"" S"	Velez Sarsfield esq Richardson	LINEA 36	paradas regreso	
"64ø 11' 45.8863"" W"	"31ø 26' 13.6830"" S"	Velez Sarsfield esq Haya de la Torre	LINEA 36	paradas regreso	
"64ø 11' 50.6750"" W"	"31ø 26' 32.0102"" S"	Veles Sarsfield fte Pablo Pizurno	LINEA 36	paradas regreso	
"64ø 11' 55.7897"" W"	"31ø 26' 49.0413"" S"	Velez Sarsfield esq Pizurno	LINEA 36	paradas regreso	
"64ø 11' 58.6786"" W"	"31ø 26' 56.8061"" S"	Velez Sarsfield esq Langer	LINEA 36	paradas regreso	
"64ø 12' 3.6023"" W"	"31ø 27' 2.3507"" S"	Armada Argentina esq Tupac Amaru	LINEA 36	paradas regreso	
"64ø 12' 14.9326"" W"	"31ø 27' 7.5963"" S"	Armada Argentina esq Pastor Taboada	LINEA 36	paradas regreso	
"64ø 12' 25.9475"" W"	"31ø 27' 15.1683"" S"	Armada Argentina esq Villavicencio	LINEA 36	paradas regreso	
"64ø 12' 31.8953"" W"	"31ø 27' 23.9200"" S"	Armada Argentina esq Huiliches	LINEA 36	paradas regreso	
"64ø 12' 43.3106"" W"	"31ø 27' 29.5234"" S"	Armada Argentina esq Esquel	LINEA 36	paradas regreso	
"64ø 12' 51.6394"" W"	"31ø 27' 32.4900"" S"	Armada Argentina esq Cacheuta	LINEA 36	paradas regreso	
"64ø 13' 3.4545"" W"	"31ø 27' 39.6886"" S"	Armada Argentina esq Piemonte	LINEA 36	paradas regreso	
"64ø 13' 24.3920"" W"	"31ø 28' 1.6967"" S"	Defensa esq Salinas Grandes	LINEA 36	paradas regreso	
"64ø 13' 25.0508"" W"	"31ø 28' 6.1141"" S"	Congreso esq Rio de Janeiro	LINEA 36	paradas regreso	
"64ø 13' 26.8408"" W"	"31ø 28' 12.8943"" S"	Congreso esq Nispo	LINEA 36	paradas regreso	
"64ø 13' 28.2169"" W"	"31ø 28' 19.5165"" S"	Congreso esq Tilcara	LINEA 36	paradas regreso	
"64ø 13' 30.4244"" W"	"31ø 28' 27.1834"" S"	Congreso esq Arica	LINEA 36	paradas regreso	
"64ø 13' 26.0920"" W"	"31ø 28' 30.2289"" S"	Av de Mayo esq Forestieri	LINEA 36	paradas regreso	
"64ø 13' 15.3850"" W"	"31ø 28' 32.5128"" S"	Av de Mayo esq Neiva	LINEA 36	paradas regreso	
"64ø 13' 1.7085"" W"	"31ø 28' 34.9856"" S"	Av de Mayo esq  Pilcomayo	LINEA 36	paradas regreso	
"64ø 12' 50.8971"" W"	"31ø 28' 37.6023"" S"	Av de Mayo esq Calamuchita	LINEA 36	paradas regreso	
"64ø 12' 50.1381"" W"	"31ø 28' 41.2541"" S"	Calamuchita esq Gobernacion	LINEA 36	paradas regreso	
"64ø 12' 51.3352"" W"	"31ø 28' 47.2566"" S"	Calamuchita esq De Mauro	LINEA 36	paradas regreso	
"64ø 12' 52.4376"" W"	"31ø 28' 56.0036"" S"	Calamuchita esq Rio Quinto	LINEA 36	paradas regreso	
"64ø 12' 48.6461"" W"	"31ø 29' 0.8113"" S"	Laboulaye esq La Falda	LINEA 36	paradas regreso	
"64ø 09' 28.0858"" W"	"31ø 21' 21.8426"" S"	D30	LINEA DIFERENCIAL 30	LINEA DIFERENCIAL 30	
"64ø 14' 19.6125"" W"	"31ø 28' 20.6502"" S"	D30	LINEA DIFERENCIAL 30	LINEA DIFERENCIAL 30	
"64ø 09' 31.6441"" W"	"31ø 21' 21.4631"" S"	Alfonsina Storni Esq. Florentino Ameghino	LINEA DIFERENCIAL 30	D30 Paradas Ida	
"64ø 09' 39.2577"" W"	"31ø 21' 19.1958"" S"	Alfonsina Storni Esq. Ricardo Guiraldes	LINEA DIFERENCIAL 30	D30 Paradas Ida	
"64ø 09' 49.8151"" W"	"31ø 21' 16.1170"" S"	Alfonsina Storni Esq. Juan Montalvo	LINEA DIFERENCIAL 30	D30 Paradas Ida	
"64ø 09' 58.0993"" W"	"31ø 21' 13.9244"" S"	Alfonsina Storni Esq. Miguel Cane	LINEA DIFERENCIAL 30	D30 Paradas Ida	
"64ø 10' 5.5125"" W"	"31ø 21' 13.6775"" S"	Alfonsina Storni Esq. Jose Marmol	LINEA DIFERENCIAL 30	D30 Paradas Ida	
"64ø 10' 18.9270"" W"	"31ø 21' 13.6378"" S"	Alfonsina Storni Esq. Pablo Grousac	LINEA DIFERENCIAL 30	D30 Paradas Ida	
"64ø 10' 25.5775"" W"	"31ø 21' 13.8460"" S"	Alfonsina Storni Esq. Jose Isaacs	LINEA DIFERENCIAL 30	D30 Paradas Ida	
"64ø 10' 32.5362"" W"	"31ø 21' 13.3792"" S"	Alfonsina Storni Esq. Juan B. Justo	LINEA DIFERENCIAL 30	D30 Paradas Ida	
"64ø 10' 40.5738"" W"	"31ø 21' 10.0675"" S"	Jorge Eduardo Newbery Esq. Lorenzo Eusebione	LINEA DIFERENCIAL 30	D30 Paradas Ida	
"64ø 10' 48.5883"" W"	"31ø 21' 9.2010"" S"	Jorge Eduardo Newbery Esq. Benjamin Matienzo	LINEA DIFERENCIAL 30	D30 Paradas Ida	
"64ø 10' 57.4447"" W"	"31ø 21' 8.0585"" S"	Jorge Eduardo Newbery Esq. Tte. Melchor Escola	LINEA DIFERENCIAL 30	D30 Paradas Ida	
"64ø 11' 3.3546"" W"	"31ø 21' 7.4002"" S"	Jorge Eduardo Newbery Esq. Myor Arturo Luisoni	LINEA DIFERENCIAL 30	D30 Paradas Ida	
"64ø 11' 6.8270"" W"	"31ø 21' 12.3950"" S"	Mackay Gordon Esq. Horacio Anasagasti	LINEA DIFERENCIAL 30	D30 Paradas Ida	
"64ø 11' 7.7665"" W"	"31ø 21' 18.3592"" S"	Mackay Gordon Esq. Anchorena	LINEA DIFERENCIAL 30	D30 Paradas Ida	
"64ø 11' 7.6032"" W"	"31ø 21' 26.9414"" S"	Fray Miguel de Mojica Esq. Gral. Justo Jose de Urquiza	LINEA DIFERENCIAL 30	D30 Paradas Ida	
"64ø 11' 2.3461"" W"	"31ø 21' 29.6018"" S"	Mariano Fragueiro Esq. Calle Publica	LINEA DIFERENCIAL 30	D30 Paradas Ida	
"64ø 11' 2.0536"" W"	"31ø 21' 37.1438"" S"	Mariano Fragueiro	LINEA DIFERENCIAL 30	D30 Paradas Ida	
"64ø 11' 2.5137"" W"	"31ø 21' 43.6821"" S"	Mariano Fragueiro Esq. Sabino O Donell	LINEA DIFERENCIAL 30	D30 Paradas Ida	
"64ø 11' 2.2771"" W"	"31ø 21' 50.8111"" S"	Mariano Fragueiro Esq. De Escola	LINEA DIFERENCIAL 30	D30 Paradas Ida	
"64ø 11' 2.3376"" W"	"31ø 21' 56.6841"" S"	Mariano Fragueiro Esq. Tomas Falkner	LINEA DIFERENCIAL 30	D30 Paradas Ida	
"64ø 11' 2.2791"" W"	"31ø 22' 2.7892"" S"	Mariano Fragueiro Esq. Marcos Infante	LINEA DIFERENCIAL 30	D30 Paradas Ida	
"64ø 11' 2.1945"" W"	"31ø 22' 9.1497"" S"	Mariano Fragueiro Esq. Estaguero	LINEA DIFERENCIAL 30	D30 Paradas Ida	
"64ø 11' 2.3522"" W"	"31ø 22' 15.6999"" S"	Mariano Fragueiro Esq. Achala	LINEA DIFERENCIAL 30	D30 Paradas Ida	
"64ø 11' 2.3755"" W"	"31ø 22' 22.8971"" S"	Mariano Fragueiro Esq. Ascochinga	LINEA DIFERENCIAL 30	D30 Paradas Ida	
"64ø 11' 2.2277"" W"	"31ø 22' 30.1663"" S"	Mariano Fragueiro Esq. Mendiolaza	LINEA DIFERENCIAL 30	D30 Paradas Ida	
"64ø 11' 2.3013"" W"	"31ø 22' 37.0968"" S"	Mariano Fragueiro Esq. Mesopotamia	LINEA DIFERENCIAL 30	D30 Paradas Ida	
"64ø 11' 2.0490"" W"	"31ø 22' 45.3405"" S"	Mariano Fragueiro Esq. Anacreonte	LINEA DIFERENCIAL 30	D30 Paradas Ida	
"64ø 11' 2.1086"" W"	"31ø 22' 53.8787"" S"	Mariano Fragueiro Esq. Bartolome Argensola	LINEA DIFERENCIAL 30	D30 Paradas Ida	
"64ø 11' 1.9933"" W"	"31ø 23' 6.3262"" S"	Mariano Fragueiro Esq. Calderon de la Barca	LINEA DIFERENCIAL 30	D30 Paradas Ida	
"64ø 11' 2.1605"" W"	"31ø 23' 18.7645"" S"	Mariano Fragueiro Esq. Castelar	LINEA DIFERENCIAL 30	D30 Paradas Ida	
"64ø 11' 3.0454"" W"	"31ø 23' 29.9240"" S"	Mariano Fragueiro Esq. Isabel la Catolica	LINEA DIFERENCIAL 30	D30 Paradas Ida	
"64ø 11' 7.1069"" W"	"31ø 23' 39.8898"" S"	Mariano Fragueiro Esq. Jeronimo Cortez	LINEA DIFERENCIAL 30	D30 Paradas Ida	
"64ø 11' 10.4508"" W"	"31ø 23' 48.1872"" S"	Mariano Fragueiro Esq. Jeronimo Luis de Cabrera	LINEA DIFERENCIAL 30	D30 Paradas Ida	
"64ø 11' 15.4623"" W"	"31ø 24' 0.0359"" S"	Mariano Fragueiro Esq. Faustino Allende	LINEA DIFERENCIAL 30	D30 Paradas Ida	
"64ø 11' 12.9336"" W"	"31ø 24' 6.0726"" S"	Gral Bustos Esq. Gral. Lavalleja	LINEA DIFERENCIAL 30	D30 Paradas Ida	
"64ø 11' 3.9409"" W"	"31ø 24' 8.7891"" S"	Gral. Bustos Esq. Jose Antonio Sucre	LINEA DIFERENCIAL 30	D30 Paradas Ida	
"64ø 10' 58.1212"" W"	"31ø 24' 18.6978"" S"	Av. Roque Saenz Pe¤a (Pq. Las Heras)	LINEA DIFERENCIAL 30	D30 Paradas Ida	
"64ø 11' 3.1228"" W"	"31ø 24' 32.6982"" S"	Gral. Paz. Esq. Humberto Primo	LINEA DIFERENCIAL 30	D30 Paradas Ida	
"64ø 11' 8.4758"" W"	"31ø 24' 45.6131"" S"	Gral. Paz. Esq. Colon	LINEA DIFERENCIAL 30	D30 Paradas Ida	
"64ø 11' 15.4347"" W"	"31ø 25' 2.1837"" S"	Av. Velez Sarsfield Esq. Caseros	LINEA DIFERENCIAL 30	D30 Paradas Ida	
"64ø 11' 20.9827"" W"	"31ø 25' 15.4988"" S"	Av. Velez Sarsfield Esq. Montevideo	LINEA DIFERENCIAL 30	D30 Paradas Ida	
"64ø 11' 26.2019"" W"	"31ø 25' 28.2854"" S"	Av. Velez Sarsfield Esq. Achaval Rodriguez	LINEA DIFERENCIAL 30	D30 Paradas Ida	
"64ø 11' 31.2443"" W"	"31ø 25' 39.9017"" S"	Av. Velez Sarsfield Esq. Angelo Peredo	LINEA DIFERENCIAL 30	D30 Paradas Ida	
"64ø 11' 35.8620"" W"	"31ø 25' 55.6759"" S"	Richardson Esq. Av. Ambrosio Olmos	LINEA DIFERENCIAL 30	D30 Paradas Ida	
"64ø 11' 28.4750"" W"	"31ø 25' 58.0988"" S"	Venezuela Esq. Independencia	LINEA DIFERENCIAL 30	D30 Paradas Ida	
"64ø 11' 29.5779"" W"	"31ø 26' 4.5014"" S"	Medina Allende	LINEA DIFERENCIAL 30	D30 Paradas Ida	
"64ø 11' 32.2082"" W"	"31ø 26' 13.4292"" S"	Medina Allende Esq. Haya de la Torre	LINEA DIFERENCIAL 30	D30 Paradas Ida	
"64ø 11' 33.4418"" W"	"31ø 26' 22.4880"" S"	Maestro Marcelo Lopez Esq. Filloy	LINEA DIFERENCIAL 30	D30 Paradas Ida	
"64ø 11' 38.2421"" W"	"31ø 26' 32.0918"" S"	Maestro Marcelo Lopez (UTN)	LINEA DIFERENCIAL 30	D30 Paradas Ida	
"64ø 11' 56.9999"" W"	"31ø 26' 33.3634"" S"	Av. Naciones Unidas Esq. Friuli	LINEA DIFERENCIAL 30	D30 Paradas Ida	
"64ø 12' 7.7238"" W"	"31ø 26' 31.7245"" S"	Av. Naciones Unidas Esq. Lamartine	LINEA DIFERENCIAL 30	D30 Paradas Ida	
"64ø 12' 14.6532"" W"	"31ø 26' 34.3747"" S"	"Corro Esq; Arq. Ernesto la Padula"	LINEA DIFERENCIAL 30	D30 Paradas Ida	
"64ø 12' 14.2230"" W"	"31ø 26' 40.1235"" S"	Corro Esq. Manuel Baigorria	LINEA DIFERENCIAL 30	D30 Paradas Ida	
"64ø 12' 24.9471"" W"	"31ø 26' 43.0963"" S"	San Antonio Esq. Dr. Federico Padula	LINEA DIFERENCIAL 30	D30 Paradas Ida	
"64ø 12' 31.7974"" W"	"31ø 26' 45.6040"" S"	Dr. Manuel Praga Esq. Manuel Pizarro	LINEA DIFERENCIAL 30	D30 Paradas Ida	
"64ø 12' 32.5748"" W"	"31ø 26' 52.2496"" S"	Dr. Manuel Praga Esq. Dr. Luis Novillo Martinez	LINEA DIFERENCIAL 30	D30 Paradas Ida	
"64ø 12' 33.6385"" W"	"31ø 26' 58.2211"" S"	Dr. Manuel Praga Esq. Dr. Emilio Soaje	LINEA DIFERENCIAL 30	D30 Paradas Ida	
"64ø 12' 35.5559"" W"	"31ø 27' 5.9257"" S"	Dr. Manuel Praga Esq. Dr. Manuel Moreno	LINEA DIFERENCIAL 30	D30 Paradas Ida	
"64ø 12' 37.7894"" W"	"31ø 27' 11.1284"" S"	Rio Hondo Esq. Traful	LINEA DIFERENCIAL 30	D30 Paradas Ida	
"64ø 12' 34.0758"" W"	"31ø 27' 16.6451"" S"	Villavicencio Esq. Rosario de la Frontera	LINEA DIFERENCIAL 30	D30 Paradas Ida	
"64ø 12' 31.4196"" W"	"31ø 27' 23.1222"" S"	Av. Armada Argentina Esq. Huiliches	LINEA DIFERENCIAL 30	D30 Paradas Ida	
"64ø 12' 41.3591"" W"	"31ø 27' 29.2094"" S"	Av. Armada Argentina Esq. Esquel	LINEA DIFERENCIAL 30	D30 Paradas Ida	
"64ø 12' 50.4521"" W"	"31ø 27' 32.4889"" S"	Av. Armada Argentina Esq. Cacheuta	LINEA DIFERENCIAL 30	D30 Paradas Ida	
"64ø 12' 59.8016"" W"	"31ø 27' 37.6876"" S"	Av. Armada Argentina Esq. Piamonte	LINEA DIFERENCIAL 30	D30 Paradas Ida	
"64ø 13' 28.1802"" W"	"31ø 28' 1.3101"" S"	Av. Armada Argentina Esq. Lago Argentino	LINEA DIFERENCIAL 30	D30 Paradas Ida	
"64ø 13' 36.8730"" W"	"31ø 28' 8.8846"" S"	Av. Armada Argentina Esq. Cincinatti	LINEA DIFERENCIAL 30	D30 Paradas Ida	
"64ø 13' 46.5314"" W"	"31ø 28' 16.1415"" S"	Av. Armada Argentina Esq. San Diego	LINEA DIFERENCIAL 30	D30 Paradas Ida	
"64ø 13' 55.6831"" W"	"31ø 28' 24.2000"" S"	Av. Armada Argentina Esq. Illinois	LINEA DIFERENCIAL 30	D30 Paradas Ida	
"64ø 14' 4.0053"" W"	"31ø 28' 31.3265"" S"	Av. Armada Argentina Esq. Colorado	LINEA DIFERENCIAL 30	D30 Paradas Ida	
"64ø 14' 12.3738"" W"	"31ø 28' 26.9538"" S"	Jose Benito Cottolengo Esq. Virginia	LINEA DIFERENCIAL 30	D30 Paradas Ida	
"64ø 14' 17.1589"" W"	"31ø 28' 22.8764"" S"	Jose Benito Cottolengo Esq. Av. Renault Argentina	LINEA DIFERENCIAL 30	D30 Paradas Ida	
"64ø 14' 19.0106"" W"	"31ø 28' 23.2463"" S"	Av. Curazao Esq. Jose Benito Cottolengo	LINEA DIFERENCIAL 30	D30 Paradas Regreso	
"64ø 14' 12.2626"" W"	"31ø 28' 27.7118"" S"	Jose Benito Cottolengo Esq. Virginia	LINEA DIFERENCIAL 30	D30 Paradas Regreso	
"64ø 14' 3.5597"" W"	"31ø 28' 32.6788"" S"	Av. Armada Argentina Esq. Gobernacion	LINEA DIFERENCIAL 30	D30 Paradas Regreso	
"64ø 13' 54.3706"" W"	"31ø 28' 25.3639"" S"	Av. Armada Argentina Esq. Arica	LINEA DIFERENCIAL 30	D30 Paradas Regreso	
"64ø 13' 45.6166"" W"	"31ø 28' 17.5520"" S"	Av. Armada Argentina Esq. Alto del Tala	LINEA DIFERENCIAL 30	D30 Paradas Regreso	
"64ø 13' 36.6890"" W"	"31ø 28' 10.0090"" S"	Av. Armada Argentina Esq. Cumbre del Perchel	LINEA DIFERENCIAL 30	D30 Paradas Regreso	
"64ø 13' 24.4202"" W"	"31ø 27' 59.6069"" S"	Av. Armada Argentina Esq. Defensa	LINEA DIFERENCIAL 30	D30 Paradas Regreso	
"64ø 13' 0.1342"" W"	"31ø 27' 39.1366"" S"	Av. Armada Argentina Esq. Piamonte	LINEA DIFERENCIAL 30	D30 Paradas Regreso	
"64ø 12' 48.5806"" W"	"31ø 27' 32.1695"" S"	Av. Armada Argentina Esq. Llao Llao	LINEA DIFERENCIAL 30	D30 Paradas Regreso	
"64ø 12' 37.1893"" W"	"31ø 27' 28.4302"" S"	Av. Armada Argentina Esq. Esquel	LINEA DIFERENCIAL 30	D30 Paradas Regreso	
"64ø 12' 30.3079"" W"	"31ø 27' 23.2453"" S"	Av. Armada Argentina Esq. Huiliches	LINEA DIFERENCIAL 30	D30 Paradas Regreso	
"64ø 12' 34.3733"" W"	"31ø 27' 15.4359"" S"	Villavicencio Esq. Dr. Federico Padula	LINEA DIFERENCIAL 30	D30 Paradas Regreso	
"64ø 12' 31.0328"" W"	"31ø 27' 10.0029"" S"	Dr. Federico Padula Esq. Tafi	LINEA DIFERENCIAL 30	D30 Paradas Regreso	
"64ø 12' 28.8594"" W"	"31ø 27' 4.3614"" S"	Dr. Federico Padula Esq. Heriberto Walker	LINEA DIFERENCIAL 30	D30 Paradas Regreso	
"64ø 12' 25.2517"" W"	"31ø 26' 55.3382"" S"	Dr. Federico Padula Esq. Dr. Virgilio Moyano	LINEA DIFERENCIAL 30	D30 Paradas Regreso	
"64ø 12' 24.0850"" W"	"31ø 26' 48.4502"" S"	Dr. Federico Padula Esq. Dr. Clodomiro Ferreyra	LINEA DIFERENCIAL 30	D30 Paradas Regreso	
"64ø 12' 22.4186"" W"	"31ø 26' 43.1044"" S"	San Antonio Esq. Federico Padula	LINEA DIFERENCIAL 30	D30 Paradas Regreso	
"64ø 12' 13.6854"" W"	"31ø 26' 38.7508"" S"	Corro Esq. Dr. Pablo Luis Mirizzi	LINEA DIFERENCIAL 30	D30 Paradas Regreso	
"64ø 12' 13.2036"" W"	"31ø 26' 31.9257"" S"	Corro Esq. Av. Naciones Unidas	LINEA DIFERENCIAL 30	D30 Paradas Regreso	
"64ø 12' 6.7575"" W"	"31ø 26' 32.1322"" S"	Av. Naciones Unidas Esq. Lamartine	LINEA DIFERENCIAL 30	D30 Paradas Regreso	
"64ø 11' 57.8615"" W"	"31ø 26' 33.5256"" S"	Av. Naciones Unidas Esq. Gral. Manuel Belgrano	LINEA DIFERENCIAL 30	D30 Paradas Regreso	
"64ø 11' 37.6578"" W"	"31ø 26' 32.4533"" S"	Maestro Marcelo Lopez (UTN)	LINEA DIFERENCIAL 30	D30 Paradas Regreso	
"64ø 11' 32.8822"" W"	"31ø 26' 22.7542"" S"	Maestro Marcelo Lopez Esq. Filloy	LINEA DIFERENCIAL 30	D30 Paradas Regreso	
"64ø 11' 32.2373"" W"	"31ø 26' 15.9004"" S"	Medina Allende Esq. Haya de la Torre	LINEA DIFERENCIAL 30	D30 Paradas Regreso	
