LONGITUDE,LATITUDE,LABEL,LAYER,SYMBOL,KML_FOLDER,open
64ø 11' 57.5416" W,31ø 26' 56.9302" S,Av. Velez Sarsfield Esq. Dr. Lazaro Langer,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Regreso,
64ø 11' 54.4671" W,31ø 26' 47.0546" S,Av. Velez Sarsfield Esq. Abel Chaneton,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Regreso,
64ø 11' 52.8169" W,31ø 26' 30.9470" S,Friuli (Hosp. Privado),Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Regreso,
64ø 11' 55.7428" W,31ø 26' 37.1618" S,Friuli Esq. Cruz Roja Argentina,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Regreso,
64ø 11' 38.4316" W,31ø 26' 33.5748" S,Maestro Marcelo Lopez (UTN),Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Regreso,
64ø 11' 32.5304" W,31ø 26' 21.9045" S,Maestro Marcelo Lopez Esq Filloy,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Regreso,
64ø 11' 32.3144" W,31ø 26' 15.7366" S,Medina Allende Esq. Haya de la Torre,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Regreso,
64ø 11' 29.6735" W,31ø 26' 8.2601" S,Medina Allende,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Regreso,
64ø 11' 26.9341" W,31ø 25' 58.3360" S,Venezuela Esq. Independencia,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Regreso,
64ø 11' 31.9748" W,31ø 25' 56.7477" S,Richardson Esq. Av. Ambrosio Olmos,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Regreso,
64ø 11' 26.6448" W,31ø 25' 53.2817" S,Av. Ambrosio Olmos Esq. Independencia,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Regreso,
64ø 11' 19.3333" W,31ø 25' 49.7011" S,Av. Ambrosio Olmos Esq. Buenos Aires,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Regreso,
64ø 11' 8.7350" W,31ø 25' 45.1076" S,Av. Ambrosio Olmos (Pza. Espa¤a),Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Regreso,
64ø 11' 2.4231" W,31ø 25' 37.2115" S,Bv. Chacabuco Esq. Santiago Derqui,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Regreso,
64ø 10' 58.6451" W,31ø 25' 28.9799" S,Bv. Chacabuco Esq. San Lorenzo,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Regreso,
64ø 10' 55.1437" W,31ø 25' 20.3796" S,Bv. Chacabuco Esq. Bv. Arturo Illia,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Regreso,
64ø 10' 51.0183" W,31ø 25' 11.1128" S,Bv. Chacabuco Esq. Entre Rios,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Regreso,
64ø 10' 47.9376" W,31ø 25' 3.7731" S,Bv. Chacabuco Esq. Rosario de Santa Fe,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Regreso,
64ø 10' 43.6209" W,31ø 24' 52.9006" S,Av. Maipu Esq. Av. Emilio Olmos,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Regreso,
64ø 10' 38.9352" W,31ø 24' 42.8279" S,Av. Maipu Esq. Sarmiento,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Regreso,
64ø 10' 35.7207" W,31ø 24' 34.1467" S,Av. Maipu Esq. Igualdad,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Regreso,
64ø 10' 23.5982" W,31ø 24' 20.1974" S,Buchardo Esq. Felix Frias,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Regreso,
64ø 10' 11.3713" W,31ø 24' 17.0003" S,Buchardo Esq. Pje. Transito,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Regreso,
64ø 10' 11.8678" W,31ø 24' 8.7751" S,Jacinto Rios Esq. Cochabamba,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Regreso,
64ø 10' 14.5653" W,31ø 24' 1.2740" S,Jacinto Rios Esq. Suipacha,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Regreso,
64ø 10' 12.7080" W,31ø 23' 54.0210" S,Av. Leandro N. Alem Esq. Alejandro Aguado,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Regreso,
64ø 10' 3.8809" W,31ø 23' 43.9244" S,Av. Leandro N. Alem Esq. Augusto Lopez,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Regreso,
64ø 09' 57.2658" W,31ø 23' 36.2282" S,Av. Leandro N. Alem Esq. Cura Brochero,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Regreso,
64ø 09' 51.9491" W,31ø 23' 30.1222" S,Av. Leandro N. Alem Esq. Barraco Marmol,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Regreso,
64ø 09' 46.0457" W,31ø 23' 24.0901" S,Av. Leandro N. Alem Esq. Mauricio Yadarola,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Regreso,
64ø 09' 49.6289" W,31ø 23' 17.7709" S,Abad e Illana Esq. Ongagasta,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Regreso,
64ø 09' 56.3320" W,31ø 23' 15.7951" S,Abad e Illana Esq. Diagonal Ica,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Regreso,
64ø 09' 56.0291" W,31ø 23' 12.3507" S,Cabo Contreras Esq. Juan C. Tissera,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Regreso,
64ø 09' 53.5512" W,31ø 23' 7.3501" S,Nueva Orleans Esq. Medellin,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Regreso,
64ø 09' 49.5450" W,31ø 23' 2.8471" S,Nueva Orleans Esq. Puerto de Palos,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Regreso,
64ø 09' 44.9361" W,31ø 22' 57.5484" S,Nueva Orleans Esq. Nuevo Mundo,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Regreso,
64ø 09' 50.2313" W,31ø 22' 52.8722" S,Nuevo Mundo Esq. Paysandu,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Regreso,
64ø 09' 58.1329" W,31ø 22' 47.7275" S,Nuevo Mundo Esq. Republica de Siria,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Regreso,
64ø 10' 4.5245" W,31ø 22' 38.5083" S,Hulluman Esq. Cjal. Cabiche,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Regreso,
64ø 10' 1.0692" W,31ø 22' 29.0534" S,Los Tilcas Esq. Enrique Martinez Paz,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Regreso,
64ø 09' 57.8368" W,31ø 22' 20.0927" S,Los Tilcas Esq. Gustavo Marambio,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Regreso,
64ø 09' 57.3662" W,31ø 22' 12.3882" S,Enrique Mui¤o Esq. Amalia Sanchez Ari¤o,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Regreso,
64ø 10' 3.4157" W,31ø 22' 6.7767" S,Enrique Mui¤o Esq. Juan Casacuberta,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Regreso,
64ø 10' 4.4638" W,31ø 22' 1.1858" S,Jose Podesta Esq. Salvador Rosich,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Regreso,
64ø 09' 57.2204" W,31ø 21' 59.5208" S,Carlos Gimenez Esq. Membrives,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Regreso,
64ø 09' 51.6606" W,31ø 22' 2.8886" S,Carlos Gimenez Esq. Calle Publica S/N,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Regreso,
64ø 09' 45.7222" W,31ø 22' 9.0005" S,Carlos Gimenez Esq. Av. Florencio Parravicini,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Regreso,
64ø 09' 28.4071" W,31ø 22' 3.8761" S,Av. Florencio Parravicini Esq. Bauchs,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Regreso,
64ø 09' 14.8269" W,31ø 22' 0.1670" S,Av. Florencio Parravicini Esq. Marco del Pont,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Regreso,
64ø 09' 2.2969" W,31ø 21' 57.3035" S,Av. Florencio Parravicini Esq. Francisco del Prado,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Regreso,
64ø 08' 53.5972" W,31ø 21' 56.2252" S,Av. Florencio Parravicini Esq. Av. Leandro N. Alem,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Regreso,
64ø 13' 20.6945" W,31ø 28' 30.9859" S,L53 (PP),Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_bus_png",LINEA 53,
64ø 10' 39.2914" W,31ø 24' 41.3144" S,L53,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_bus_png",LINEA 53,
64ø 13' 15.1165" W,31ø 28' 32.1366" S,Av. de Mayo Esq. Nieva,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L53 Paradas Ida,
64ø 13' 1.6240" W,31ø 28' 34.6053" S,Av. de Mayo Esq. Chiclayo,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L53 Paradas Ida,
64ø 12' 48.9685" W,31ø 28' 37.0682" S,Av. de Mayo Esq. Calamuchita,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L53 Paradas Ida,
64ø 12' 50.9237" W,31ø 28' 45.8929" S,Calamuchita Esq. Provincias Unidas,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L53 Paradas Ida,
64ø 12' 53.0312" W,31ø 28' 56.2642" S,Calamuchita Esq. Rio Quinto,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L53 Paradas Ida,
64ø 12' 47.7929" W,31ø 29' 1.1883" S,LaBoulaye Esq. La Falda,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L53 Paradas Ida,
64ø 12' 38.3620" W,31ø 29' 0.9329" S,Laboulaye Esq. Mina Clavero,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L53 Paradas Ida,
64ø 12' 28.8198" W,31ø 29' 1.1475" S,Laboulaye Esq. Ischilin,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L53 Paradas Ida,
64ø 12' 22.1411" W,31ø 29' 1.2426" S,Laboulaye Esq. Canals,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L53 Paradas Ida,
64ø 12' 14.8912" W,31ø 29' 1.3926" S,Laboulaye Esq. Av. Velez Sarsfield,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L53 Paradas Ida,
64ø 12' 10.6439" W,31ø 28' 52.6015" S,Av. Velez Sarsfield Esq. Icho Cruz,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L53 Paradas Ida,
64ø 12' 8.5153" W,31ø 28' 38.5124" S,Av. Velez Sarsfield Esq. Arica,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L53 Paradas Ida,
64ø 12' 14.8741" W,31ø 28' 17.1814" S,Av. Velez Sarsfield Esq. Defensa,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L53 Paradas Ida,
64ø 12' 6.1541" W,31ø 27' 42.4858" S,Av. Velez Sarsfield Esq. Mar de Ajo,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L53 Paradas Ida,
64ø 12' 1.4684" W,31ø 27' 26.6549" S,Av. Velez Sarsfield Esq. El Tirol,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L53 Paradas Ida,
64ø 12' 2.9197" W,31ø 27' 16.3305" S,Av. Velez Sarsfield Esq. Viedma,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L53 Paradas Ida,
64ø 12' 1.2080" W,31ø 27' 8.5115" S,Av. Velez Sarsfield Esq. Dr. Oscar Cocca,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L53 Paradas Ida,
64ø 11' 57.5369" W,31ø 26' 56.9830" S,Av. Velez Sarsfield Esq. Dr. Lazaro Langer,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L53 Paradas Ida,
64ø 11' 54.0475" W,31ø 26' 47.0551" S,Av. Velez Sarsfield Esq. Abel Chaneton,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L53 Paradas Ida,
64ø 11' 49.2909" W,31ø 26' 30.6683" S,Av. Velez Sarsfield Esq. Dr. Enrique Finocchieto,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L53 Paradas Ida,
64ø 11' 44.2244" W,31ø 26' 15.5143" S,Av. Velez Sarsfield Esq. Martin Ferreyra,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L53 Paradas Ida,
64ø 11' 37.1168" W,31ø 26' 0.1929" S,Av. Velez Sarsfield Esq. Av. Venezuela,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L53 Paradas Ida,
64ø 11' 26.6639" W,31ø 25' 53.3195" S,Av. Ambrosio Olmos Esq. Independencia,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L53 Paradas Ida,
64ø 11' 19.3560" W,31ø 25' 49.8023" S,Av. Ambrosio Olmos Esq. Buenos Aires,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L53 Paradas Ida,
64ø 11' 8.7000" W,31ø 25' 45.1482" S,Av. Ambrosio Olmos (Plaza Espa¤a),Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L53 Paradas Ida,
64ø 11' 2.3649" W,31ø 25' 37.2690" S,Bv. Chacabuco Esq. Derqui,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L53 Paradas Ida,
64ø 10' 58.6153" W,31ø 25' 29.0794" S,Bv. Chacabuco Esq. San Lorenzo,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L53 Paradas Ida,
64ø 10' 55.1087" W,31ø 25' 20.4753" S,Bv. Chacabuco Esq. Bv. Arturo Illia,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L53 Paradas Ida,
64ø 10' 50.9464" W,31ø 25' 11.0771" S,Bv. Chacabuco Esq. Entre Rios,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L53 Paradas Ida,
64ø 10' 47.8671" W,31ø 25' 3.7577" S,Bv. Chacabuco Esq. Rosario de Santa Fe,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L53 Paradas Ida,
64ø 10' 43.6362" W,31ø 24' 52.8937" S,Av. Maipu Esq. 25 de Mayo,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L53 Paradas Ida,
64ø 10' 39.9484" W,31ø 24' 45.1420" S,Av. Maipu Esq. Catamarca,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L53 Paradas Ida,
64ø 10' 47.4915" W,31ø 24' 38.3262" S,Sarmiento Esq. Bernanrdino Rivadavia,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L53 Paradas Regreso,
64ø 11' 4.1445" W,31ø 24' 35.4959" S,Av. Gral. Paz Esq. Humberto Primo,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L53 Paradas Regreso,
64ø 11' 8.8727" W,31ø 24' 45.6183" S,Av. Gral. Paz Esq. Av. Colon,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L53 Paradas Regreso,
64ø 11' 14.6742" W,31ø 25' 0.2540" S,Av. Velez Sarsfield Esq. 27 de Abril,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L53 Paradas Regreso,
64ø 11' 20.9851" W,31ø 25' 16.0382" S,Av. Velez Sarsfield Esq. Montevideo,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L53 Paradas Regreso,
64ø 11' 26.6757" W,31ø 25' 28.7587" S,Av. Velez Sarsfield Esq. Achaval Rodriguez,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L53 Paradas Regreso,
64ø 11' 31.6048" W,31ø 25' 41.2699" S,Av. Velez Sarsfield Esq. Angelo Peredo,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L53 Paradas Regreso,
64ø 11' 38.1535" W,31ø 25' 56.1510" S,Av. Velez Sarsfield Esq. Richardson,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L53 Paradas Regreso,
64ø 11' 45.8143" W,31ø 26' 17.8676" S,Av. Velez Sarsfield Esq. Martin Ferreyra,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L53 Paradas Regreso,
64ø 11' 50.8447" W,31ø 26' 33.5655" S,Av. Velez Sarsfield Esq. Dr. Enrique Finocchietto,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L53 Paradas Regreso,
64ø 11' 55.9189" W,31ø 26' 48.3732" S,Av. Velez Sarsfield Esq. Dr. Jose Pizarro,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L53 Paradas Regreso,
64ø 11' 59.1235" W,31ø 26' 58.4016" S,Av. Velez Sarsfield Esq. Dr. Lazaro Langer,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L53 Paradas Regreso,
64ø 12' 2.8477" W,31ø 27' 10.4352" S,Av. Velez Sarsfield Esq. Dr. Oscar Cocca,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L53 Paradas Regreso,
64ø 12' 4.3064" W,31ø 27' 18.4118" S,Av. Velez Sarsfield Esq. Honolulu,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L53 Paradas Regreso,
64ø 12' 4.0692" W,31ø 27' 31.5949" S,Av. Velez Sarsfield Esq. Monaco,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L53 Paradas Regreso,
64ø 12' 7.4187" W,31ø 27' 44.5652" S,Av. Velez Sarsfield Esq. Bermudas,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L53 Paradas Regreso,
64ø 12' 16.0118" W,31ø 28' 16.3785" S,Av. Velez Sarsfield Esq. Bermudas,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L53 Paradas Regreso,
64ø 12' 9.7568" W,31ø 28' 36.6864" S,Av. Velez Sarsfield Esq. Arica,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L53 Paradas Regreso,
64ø 12' 11.4905" W,31ø 28' 52.6948" S,Av. Velez Sarsfield Esq. Icho Cruz,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L53 Paradas Regreso,
64ø 12' 16.6229" W,31ø 29' 0.9582" S,Laboulaye Esq. Bower,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L53 Paradas Regreso,
64ø 12' 23.4606" W,31ø 29' 0.8982" S,Laboulaye Esq. Rio Seco,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L53 Paradas Regreso,
64ø 12' 30.3280" W,31ø 29' 0.6550" S,Laboulaye Esq. Ambul,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L53 Paradas Regreso,
64ø 12' 40.1460" W,31ø 29' 0.5731" S,Laboulaye Esq. Villa Maria,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L53 Paradas Regreso,
64ø 12' 47.2114" W,31ø 29' 0.3498" S,Laboulaye Esq. La Falda,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L53 Paradas Regreso,
64ø 12' 46.4111" W,31ø 28' 52.5426" S,La Falda Esq. Icho Cruz,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L53 Paradas Regreso,
64ø 12' 43.8429" W,31ø 28' 43.1003" S,La Falda Esq. Gobernacion,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L53 Paradas Regreso,
64ø 12' 47.6727" W,31ø 28' 37.0485" S,Av. de Mayo Esq. Calamuchita,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L53 Paradas Regreso,
64ø 13' 1.5305" W,31ø 28' 34.6520" S,Av. de Mayo Esq. Chiclayo,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L53 Paradas Regreso,
64ø 08' 51.8026" W,31ø 21' 56.1967" S,L54 (PP),Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_bus_png",LINEA 54,
64ø 10' 12.5453" W,31ø 25' 50.2970" S,L54,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_bus_png",LINEA 54,
64ø 08' 51.9592" W,31ø 21' 57.2298" S,Av. Rancagua Esq. Ramon Aberastain Oro,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L54 Paradas Ida,
64ø 08' 49.7120" W,31ø 22' 2.4352" S,Alarcon Esq. Tova,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L54 Paradas Ida,
64ø 08' 41.8785" W,31ø 22' 2.5821" S,Alarcon Esq. Diaz Cordero,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L54 Paradas Ida,
64ø 08' 40.7941" W,31ø 22' 8.1446" S,Diaz Cordero Esq. Villegas,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L54 Paradas Ida,
64ø 08' 41.0336" W,31ø 22' 17.5445" S,Diaz Cordero Esq. Rocamora,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L54 Paradas Ida,
